"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"John Paul II Collegiate","1; 1.0","","","2020-11-14; 2020-11-15","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Christ the Redeemer SD","TBA","Okotoks","AB",50.711839,-113.968508,0,0,0,"2020-11-15",85,2
"John Ware School","1; 3.0","","","2020-11-08; 2020-12-15","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AACtTIwei_pnzvoyiqNd-jUia/John%20Ware%20School?dl=0&preview=Report-1.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","TBA","Calgary","AB",50.963647,-114.1053235,0,0,0,"2020-12-15",55,4
"John Wilson Elementary","1; 2.0","","","2020-11-28; 2021-01-19","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Chinook's Edge SD","Elementary","Innisfail","AB",52.264045,-113.818375,0,0,0,"2021-01-19",20,3
"Johnny Bright School","1; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0","","","2020-10-01; 2020-11-26; 2020-12-06; 2020-12-11; 2021-01-18; 2021-02-02; 2021-02-05","https://masks4canada.org/2020/10/03/covid-19-school-report-johnny-bright-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Mixed","Edmonton","AB",53.419145,-113.5353512,0,0,0,"2021-02-05",3,8
"Joseph M. Demko School","1; 1.0; 1.0","","","2020-11-13; 2020-12-01; 2021-01-05","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","St. Albert SD","TBA","St. Albert","AB",53.661275,-113.642639,0,0,0,"2021-01-05",34,3
"Julia Kiniski School","4","","","2020-12-18","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-19","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.39584,-113.367873,0,0,0,"2020-12-18",52,4
"Kameyosek School","1","","","2020-09-28","https://edmontonjournal.com/news/local-news/two-residents-die-in-covid-19-outbreak-at-mill-woods-care-home-run-by-shepherds-care",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.4608214,-113.4413074,0,0,0,"2020-09-28",133,1
"Kate Andrews High School","2; 0.0; 3.0","","","2020-11-10; 2020-11-14; 2020-11-24","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-14","Declared outbreak","Palliser SD","TBA","Coaldale","AB",49.724185,-112.625596,0,0,0,"2020-11-24",76,5
"Kate Chegwin","1 ; 1 ; 3; 0.0; 1.0; 1.0","","","2020-10-11 ; 2020-10-16 ;2020-10-28; 2020-11-27; 2021-01-15; 2021-01-19","https://masks4canada.org/2020/10/14/covid-19-school-report-kate-chegwin/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-16; 2020-11-27","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.462634,-113.414989,0,0,0,"2021-01-19",20,7
"Keeler School","2","","","2020-12-18","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-18","Declared outbreak","Calgary SD","Elementary","Calgary","AB",51.049697,-113.964426,0,0,0,"2020-12-18",52,2
"Keenooshayo School","3","","","2020-12-01","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","St. Albert SD","Elementary","St. Albert","AB",53.647809,-113.601635,0,0,0,"2020-12-01",69,3
"Kenilworth School","1; 1.0","","","2020-10-26; 2020-12-09","https://masks4canada.org/2020/10/29/covid-19-school-report-kenilworth-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Mixed","Edmonton","AB",53.5238358,-113.435753,0,0,0,"2020-12-09",61,2
"Kenneth D. Taylor School","2; 1.0; 0.0; 1.0; 0.0; 1.0","","","2020-11-11; 2020-11-15; 2020-11-24; 2020-11-30; 2020-12-02; 2020-12-06","https://www.dropbox.com/s/zc4krw5rmjui8pw/kenneth_d._taylor_yyc_2_cases.png?dl=0; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-24; 2020-12-02","Declared outbreak","Calgary SD","TBA","Calgary","AB",51.165108,-114.117344,0,0,0,"2020-12-06",64,5
"Kensington School","1; 2.0; 1.0; 1.0; 2.0; 0.0; 2.0; 1.0; 2.0; 0.0; 1.0","","","2020-11-15; 2020-11-16; 2020-11-19; 2020-11-23; 2020-11-24; 2020-11-27; 2020-11-28; 2020-12-01; 2020-12-07; 2020-12-22; 2021-01-19","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-27; 2020-12-22","Declared outbreak","Edmonton SD",NA,"Edmonton","AB",53.59573,-113.52848,0,0,0,"2021-01-19",20,13
"Khalsa School Calgary","2 ; 3; 1.0; 1.0","2","","2020-10-13 ;2020-10-28; 2021-01-23; 2021-02-04","https://masks4canada.org/2020/10/14/covid-19-school-report-khalsa-school-calgary/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-10-15","Declared outbreak","Khalsa School Calgary Educational Foundation","Mixed","Calgary","AB",51.0943582,-113.8648178,0,0,0,"2021-02-04",4,7
"Kildare School","1; 1.0; 1.0","","","2020-11-20; 2021-01-06; 2021-01-19","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.605997,-113.456659,0,0,0,"2021-01-19",20,3
"Killarney Jr High","1 ; 1 ; 1 ; 1; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0","","","2020-10-05 ; 2020-10-25 ;2020-11-02 ;2020-11-03; 2020-11-17; 2020-11-24; 2020-11-30; 2020-12-02; 2021-02-02; 2021-02-05","https://masks4canada.org/2020/10/07/covid-19-school-report-killarney-jr-high/ ; https://edmontonjournal.com/news/local-news/hinshaw-to-give-update-on-covid-19-in-alberta-monday-afternoon; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-10-26","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.5917886,-113.4820255,0,0,0,"2021-02-05",3,11
"Killarney School","4; 1.0","","","2020-12-22; 2021-02-01","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-23","Declared outbreak","Calgary SD","Elementary","Calgary","AB",51.087712,-114.136461,0,0,0,"2021-02-01",7,5
"Kim Hung School","1 ; 1; 1.0; 2.0; 1.0; 1.0; 1.0","","","2020-09-27 ;2020-11-02; 2020-11-25; 2020-11-30; 2020-12-05; 2020-12-14; 2020-12-17","https://masks4canada.org/2020/09/29/covid-19-school-report-kim-hung-school/ ; https://www.dropbox.com/sh/63xl0tuv90uv6u4/AAAa7H2-uwrJsCp1AYPqgTd8a/Kim%20Hung%20School?dl=0&lst=&preview=Report-3.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-09; 2020-12-05","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.5029114,-113.6825002,0,0,0,"2020-12-17",53,8
"King George School | Calgary Board of Education","2; 1.0; 1.0; 0.0","","","2020-09-29; 2020-11-30; 2020-12-08; 2020-12-09","https://masks4canada.org/2020/09/30/covid-19-school-report-king-george-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-09","Declared outbreak","Calgary SD","Elementary","Calgary","AB",51.0708127,-114.0840278,0,0,0,"2020-12-09",61,4
"Kinuso School","2; 1.0","2","","2020-10-12; 2021-01-20","https://masks4canada.org/2020/10/14/covid-19-school-report-kinuso-public-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-10-12","Declared outbreak","High Prairie SD","Mixed","Kinuso","AB",55.3311816,-115.4352772,0,0,0,"2021-01-20",19,3
"Kirkness School","1 ; 1; 2.0; 0.0; 2.0","","","2020-09-19 ; 2020-10-01; 2020-12-20; 2020-12-22; 2021-01-19","https://masks4canada.org/covid-19-school-report-kirkness-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-01; 2020-12-22","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.6110309,-113.386996,0,0,0,"2021-01-19",20,6
"Kisipatnahk School","1","","","2020-11-22","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Maskwacis","TBA","Maskwacîs","AB",51.119667,-114.031764,0,0,0,"2020-11-22",78,1
"Kneehill Christian School","2; 0.0","","","2020-11-09; 2020-11-13","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AADvJNTNkiDjlxak58lLb2mGa/Kneehill%20Christian%20School?dl=0&preview=Report-1.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-09; 2020-11-13","Declared outbreak","Kneehill Christian School","TBA","Kneeehill County","AB",51.6025566,-113.4749763,0,0,0,"2020-11-13",87,2
"L.Y. Cairns School","1 ; 1 ; 3; 0.0; 0.0","","","2020-10-05 ; 2020-10-13 ;2020-11-03; 2020-11-26; 2020-12-09","https://masks4canada.org/2020/10/07/covid-19-school-report-l-y-cairns-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",3,"2020-10-13; 2020-11-26; 2020-12-09","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.4835032,-113.5009609,0,0,0,"2020-12-09",61,5
"Lacombe Jr High School","1","1","","2020-11-05","https://masks4canada.org/2020/11/11/covid-19-school-report-lacombe-jr-high-school/",0,"","Single/unlinked cases","Wolf Creek SD","TBA","Lacombe","AB",52.4728993,-113.7332286,0,0,0,"2020-11-05",95,1
"Lago Lindo School","1 ; 1 ; 3; 0.0; 1.0","","","2020-10-22 ; 2020-10-27 ;2020-11-03; 2020-12-04; 2021-01-19","https://masks4canada.org/2020/10/29/covid-19-school-report-lago-lindo-school/; https://edmontonjournal.com/news/local-news/covid-19-422-alberta-royal-alexandra-hospital-outbreak ; https://dailyhive.com/edmonton/coronavirus-edmonton-schools-october-22; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-27; 2020-12-04","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.6356418,-113.4880568,0,0,0,"2021-01-19",20,6
"Lakedell School","1","","","2020-12-02","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Wetaskiwin SD","Elementary","Westerose","AB",50.017871,-113.587263,0,0,0,"2020-12-02",68,1
"Lakeland Ridge School","2 ; 3 ; 1 ; 1 ; 2; 1.0; 1.0; 0.0","","","2020-10-09 ;2020-10-11 ;2020-10-13 ;2020-10-15 ;2020-10-16; 2020-11-22; 2020-11-23; 2020-11-27","https://masks4canada.org/2020/10/14/covid-19-school-report-lakeland-ridge/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-09; 2020-11-27","Declared outbreak","Elk Island SD","Mixed","Sherwood Park","AB",53.5529949,-113.2739087,0,0,0,"2020-11-27",73,11
"Lakeview Elementary School","1; 1.0","","","2020-10-12; 2020-12-18","https://masks4canada.org/2020/10/14/covid-19-school-report-lakeview-elementary-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Lethbridge SD","Elementary","Lethbridge","AB",49.6803323,-112.7943368,0,0,0,"2020-12-18",52,2
"Lamont Elementary","1","","","2020-10-26","https://masks4canada.org/2020/10/30/covid-19-school-report-lamont-elementary/",0,"","Single/unlinked cases","Elk Island SD","Elementary","Lamont","AB",53.7588005,-112.7764511,0,0,0,"2020-10-26",105,1
"Landing Trail Intermediate School","1; 1.0","","","2020-11-30; 2021-01-26","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Aspen View SD","Elementary","Athabasca","AB",54.717192,-113.295237,0,0,0,"2021-01-26",13,2
"Landing Trail School","2","","","2020-12-03","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-04","Declared outbreak","Sturgeon SD","Elementary","Gibbons","AB",53.811892,-113.334177,0,0,0,"2020-12-03",67,2
"LaPerle School","4; 1.0; 1.0; 1.0","","","2020-11-17; 2020-12-01; 2021-01-06; 2021-01-15","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.53241,-113.646698,0,0,0,"2021-01-15",24,7
"Laurier Heights","1; 1.0; 1.0; 3.0; 9.0","","","2020-10-25; 2020-11-13; 2020-11-23; 2020-12-02; 2020-12-23","https://masks4canada.org/2020/10/28/covid-19-school-report-laurier-heights-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-02","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.516472,-113.566214,0,0,0,"2020-12-23",47,15
"Lawrence Grassi Middle School","1; 1.0","","","2020-09-07; 2020-11-19","https://www.rmotoday.com/canmore/covid-19-case-confirmed-at-canmores-lawrence-grassi-middle-school-2694410?fbclid=IwAR1Y5pxIi7_I8v1IcY2e0BhcCfzVcLeTMHtGEveguZDY3rpxv_Y2ydhhLhI; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Canadian Rockies SD","Middle School","Canmore","AB",51.0863572,-115.3609002,0,0,0,"2020-11-19",81,2
"Le Roi Daniels School | Calgary Board of Education","1; 1.0; 1.0; 1.0; 1.0","","","2020-09-29; 2020-11-22; 2020-12-10; 2021-01-20; 2021-02-02","https://masks4canada.org/2020/09/30/covid-19-school-report-le-roi-daniels-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","Elementary","Calgary","AB",50.9840624,-114.0575966,0,0,0,"2021-02-02",6,5
"Leduc Composite High School","1 ; 1 ; 1; 0.0; 6.0; 1.0; 1.0","","","2020-11-05 ;2020-11-08 ;2020-11-09; 2020-11-24; 2020-12-15; 2021-01-14; 2021-01-16","https://masks4canada.org/2020/11/11/covid-19-school-report-leduc-composite-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-24","Declared outbreak","Black Gold SD","TBA","City of Leduc","AB",53.2567247,-113.5500167,0,0,0,"2021-01-16",23,11
"Leduc Junior High School","1; 1.0; 1.0; 1.0","","","2020-11-14; 2020-11-16; 2020-11-17; 2020-11-20","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Black Gold SD","TBA","Leduc","AB",53.259343,-113.547472,0,0,0,"2020-11-20",80,4
"Lee Ridge School","1;1; 1.0","","","2020-10-15; 2020-11-09; 2020-11-24","https://masks4canada.org/2020/10/17/covid-19-school-report-lee-ridge-school/ ;https://www.dropbox.com/sh/63xl0tuv90uv6u4/AACVJ7963peeFuJo9ZBsU9Hea/Lee%20Ridge%20School?dl=0&preview=screen_shot_2020-11-10_at_1.28.22_pm.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.4711983,-113.4447638,0,0,0,"2020-11-24",76,3
"Lendrum School","1; 3.0; 0.0; 1.0; 1.0","","","2020-11-23; 2020-11-24; 2020-11-25; 2021-01-06; 2021-01-15","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-25","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.491406,-113.523437,0,0,0,"2021-01-15",24,6
"Leo Nickerson Elementary School","1 ; 1; 1.0; 1.0; 1.0","","","2020-09-06 ;2020-09-11; 2020-12-04; 2020-12-12; 2020-12-15","https://masks4canada.org/2020/09/15/covid-19-school-report-leo-nickerson-elementary-school/ ; https://edmonton.ctvnews.ca/mobile/covid-19-case-found-at-daycare-attached-to-st-albert-school-1.5094778 ; https://www.stalberttoday.ca/local-news/covid-19-outbreak-declared-at-leo-nickerson-daycare-2707266; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-09-11","Declared outbreak","St. Albert SD","Elementary","St. Albert","AB",53.629422,-113.60728,0,0,0,"2020-12-15",55,5
"Lester B. Pearson High School","1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0","","","2020-09-07 ;2020-09-13 ;2020-10-09 ; 2020-10-18 ; 2020-10-19 ; 2020-10-24 ; 2020-10-30 ; 2020-11-02 ; 2020-11-11; 2020-11-15; 2020-11-18; 2020-11-23; 2020-11-28; 2020-12-02; 2021-01-18; 2021-02-05","https://masks4canada.org/2020/09/11/covid-19-school-report-lester-b-pearson-high-school/;https://www.dropbox.com/s/hb2yr0g1ot30z6o/Report-4.png?dl=0 ;https://www.dropbox.com/s/8tktc4ilml2phhq/Lester-B.-Pearson-High-School-watch-1024x812.png?dl=0 ;https://www.dropbox.com/s/0ux56lkg6ow52qg/screen_shot_2020-10-25_at_10.26.07_am.png?dl=0 ;https://www.dropbox.com/s/riscu2obey8n1zs/screen_shot_2020-11-02_at_9.51.49_pm.png?dl=0 ;https://www.dropbox.com/s/riscu2obey8n1zs/screen_shot_2020-11-02_at_9.51.49_pm.png?dl=0; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-09-13","Declared outbreak","Calgary SD","Secondary","Calgary","AB",51.0768985,-113.9571064,0,0,0,"2021-02-05",3,17
"Lethbridge Collegiate Institute","1;1","","","2020-10-13;2020-11-10","https://www.dropbox.com/home/Supporting%20docs/Alberta/11-Nov-2020/Lethbridge%20Collegiate%20Institute?preview=LCI+also+sees+positive+COVID-19+test+_+Lethbridge+News+Now.pdf;https://www.dropbox.com/home/Supporting%20docs/Alberta/11-Nov-2020/Lethbridge%20Collegiate%20Institute?preview=COVID-19+case+identified+at+Lethbridge+...egiate+Institute+_+Lethbridge+News+Now.pdf;",0,"","Single/unlinked cases","Lethbridge SD","Secondary","Lethbridge","AB",49.694117,-112.8173668,0,0,0,"2020-11-10",90,2
"Light of Christ School","1 ; 1; 1.0; 1.0; 1.0; 2.0; 3.0","2","","2020-09-23 ; 2020-11-10; 2020-12-02; 2020-12-16; 2021-01-23; 2021-02-02; 2021-02-07","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AABI8RKvfeQmzTCWxhxnQhe1a/Light%20of%20Christ%20School?dl=0&preview=Report-2.png&subfolder_nav_tracking=1;https://masks4canada.org/2020/09/24/covid-19-school-report-light-of-christ-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary Roman SD","Mixed","Calgary","AB",51.1294857,-113.9412414,0,0,0,"2021-02-07",1,10
"Lilian Schick School","1","","","2020-12-03","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Sturgeon SD","TBA","Bon Accord","AB",53.840691,-113.400544,0,0,0,"2020-12-03",67,1
"Lillian Osborne High School","1 ; 1; 2.0; 3.0; 0.0; 1.0; 1.0","","","2020-09-15 ;2020-09-26; 2020-11-23; 2020-11-25; 2020-12-04; 2021-01-16; 2021-01-26","https://masks4canada.org/2020/09/15/covid-19-school-report-lillian-osborne-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-09-26; 2020-12-04","Declared outbreak","Edmonton SD","Secondary","Edmonton","AB",53.4575178,-113.5795211,0,0,0,"2021-01-26",13,9
"Lindsay Thurber Comprehensive High School","1 ; 1 ; 1; 7.0; 1.0; 0.0; 1.0; 2.0","","","2020-09-17 ; 2020-11-07 ; 2020-11-08; 2020-11-13; 2020-11-17; 2020-11-21; 2021-01-26; 2021-01-30","https://masks4canada.org/2020/09/18/covid-19-school-report-lindsay-thurber-comprehensive-high-school/;https://www.dropbox.com/s/xy7eqyltj5qfusa/Report-2.png?dl=0 ;https://www.dropbox.com/s/5xvl5a7zl920rvv/Report-3.png?dl=0; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"; 2020-11-21","Declared outbreak","Red Deer SD","Secondary","Red Deer","AB",52.2762548,-113.7936484,0,0,0,"2021-01-30",9,14
"Livingstone School","2","","","2020-11-24","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Livingstone Range SD","TBA","Lundbreck","AB",52.140231,-113.86931,0,0,0,"2020-11-24",76,2
"Lois E Hole Elementary School","1; 1.0; 0.0; 3.0; 2.0","","","2020-11-09; 2020-11-14; 2020-11-24; 2020-11-27; 2020-12-23","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AABo4YXebTQlg5y2uYfA1ZCqa/Lois%20E.%20Hole%20Elementary%20School?dl=0&preview=Report-1.png&subfolder_nav_tracking=1; >; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-24; 2020-12-23","Declared outbreak","St. Albert SD","TBA","St. Albert","AB",53.6705513,-113.6281832,0,0,0,"2020-12-23",47,7
"Londonderry School","1 ; 1 ; 2 ; 1; 0.0; 1.0; 1.0","","","2020-10-07 ; 2020-10-12 ; 2020-10-21 ;2020-11-04; 2020-11-27; 2021-01-15; 2021-01-26","https://masks4canada.org/2020/10/09/covid-19-school-report-londonderry-school/ ; https://dailyhive.com/edmonton/edmonton-school-coronavirus-october-21?auto=true; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-14; 2020-11-27","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.6058513,-113.4493002,0,0,0,"2021-01-26",13,7
"Longview School","2","","","2020-11-20","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Foothills SD","Elementary","Longview","AB",50.531796,-114.230976,0,0,0,"2020-11-20",80,2
