"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"Frank W. Begley Public School","1 ; 1 ; 1 ; 23 ; 11 ; 6 ; 5 ; 2","29 ; 6 ; 3 ; 2","8 ; 2","2020-11-12 ; 2020-11-15 ; 2020-11-18 ; 2020-11-22 ; 2020-11-23 ; 2020-11-25 ; 2020-11-26 ; 2020-11-27","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Greater_Essex_changed;https://masks4canada.org/2020/11/23/covid-19-school-report-greater-essex-county-outbreak/ ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Greater_Essex_changed;https://masks4canada.org/2020/11/23/covid-19-school-report-frank-w-begley-public-school/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Greater_Essex_changed",1,"2020-11-17","Declared outbreak","Greater Essex County DSB","Elementary","Windsor","ON",42.3209119,-83.0221474
"St Stephen's School","1",NA,NA,"2020-11-01","https://masks4canada.org/2020/11/02/covid-19-school-report-grand-erie-brant-haldimand-norfolk-eohu-outbreaks-nov-2-2020/",0,NA,"Single/unlinked cases","Brant Haldimand Norfolk DSB","TBA","Cayuga","ON",42.9477447,-79.8571577
"École élémentaire catholique Terre-des-Jeunes","1;1;1;1;1;1;1;1;1;1","NA;NA;NA;NA;NA;NA;NA;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA","2020-09-19;2020-09-21;2020-10-23;2020-11-02;2020-11-10;2020-11-13;2020-11-16;2020-11-19;2020-12-16;2020-12-21","https://www.ecolecatholique.ca/fr/Cas-De-Covid19_379;https://masks4canada.org/2020/09/22/covid-19-school-report-cecce-schools-september-21-2020/;https://masks4canada.org/2020/10/23/covid19-school-report-cecce-schools-oct-23/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Ottawa_PHU_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html#%C3%89coles_catholiques_Centre-Est_(CECCE)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-20T1630.html#Ottawa_PHU_changed",2,"2020-11-14;2020-12-18","Declared outbreak","CECCE","Elementary","Ottawa","ON",45.3520717,-75.7681885
"School Secondary Public Omer Deslauriers","1;2;2;1;1;1;1;3;1;2;1;2;1;2","1;1;2;1;NA;1;1;3;1;2;NA;1;2","NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;2;NA;NA","2020-09-23;2020-10-20;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-11-02;2020-11-06;2020-11-10;2020-11-13;2020-11-19;2020-11-30; 2020-12-02; 2020-12-07","https://masks4canada.org/2020/09/24/covid19-school-report-cepeo-schools-sep-23-2020/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-20T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-27T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-28T1545.html#Ottawa-Carleton_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-29T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-30T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-02T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-06T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-03T1737.html#Ottawa_PHU_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html#Conseil_des_%C3%A9coles_publiques_de_l'Est_de_l'Ontario_(CEPEO)_changed",2,"2020-11-02;2020-12-01","Declared outbreak","CEPEO","Secondary","Ottawa","ON",45.3505801,-75.7163829
"St. Nicholas Catholic Elementary School","1 ; 1",NA,NA,"2020-11-13 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html",0,NA,"Single/unlinked cases","Halton CDSB","TBA","Oakville","ON",43.4222478,-79.7040968
"St. Gabriel CES","1 ; 1 ; 2","1 ; 1 ; 2",NA,"2020-11-12 ; 2020-12-03 ; 2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","City of Cambridge","ON",43.441757,-80.3134538
"Island Lake Public School","1",NA,NA,"2020-11-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Orangeville","ON",43.9215754,-80.0757552
"Straffordville Public School","1",NA,NA,"2020-11-12","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","Bayham","ON",42.7465897,-80.7793432
"Forest Glade Public School","1 ; 1",NA,NA,"2020-11-13 ; 2020-12-02","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-03T1737.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Windsor","ON",42.3110576,-82.923227
"Riverside Secondary School","2 ; 1 ; 1","1 ; 1",NA,"2020-11-13 ; 2020-11-22 ; 2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Greater_Essex_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Windsor","ON",42.3302289,-82.9362507
"Our Lady of Grace School","1 ; 2 ; 1 ; 1","N/A","N/A","2020-11-10 ; 2020-11-13 ;2020-12-07 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T1545.html#Simcoe_Muskoka_CDSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html#Simcoe_Muskoka_CDSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Angus","ON",44.3256308,-79.8855509
"Nottawasaga Pines Secondary School","1 ; 2 ; 2 ; 1 ; 1 ; 1","N/A","N/A","2020-11-10 ; 2020-11-12 ; 2020-11-16 ; 2020-11-18 ; 2020-11-19 ; 2020-11-27","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T1545.html#Simcoe_County_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html#Simcoe_County_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Simcoe_County_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Simcoe_County_DSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html#Simcoe_County_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Simcoe_County_DSB_changed",0,"","Single/unlinked cases","Simcoe County DSB","Secondary","Angus","ON",44.312329,-79.882859
"Académie De La Tamise","1",NA,"1","2020-11-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html",0,NA,"Single/unlinked cases","CS Viamonde","TBA","London","ON",42.9972,-81.205
"Robert Munsch Public School","1",NA,NA,"2020-11-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-15T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.9228426,-78.9629888
"Sir Winston Churchill Secondary School","1","N/A","N/A","2020-09-28","https://www.iheartradio.ca/610cktb/news/breaking-confirmed-case-of-covid-19-at-sir-winston-churchill-secondary-school-1.13602922",0,"","Single/unlinked cases","Niagara DSB","Secondary","St Catharines","ON",43.140852,-79.2308741
"Winston Churchill Public School","1 ; 1 ; 1 ; 1",NA,NA,"2020-11-12; 2020-11-19; 2020-11-22 ; 2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-12T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Lambton_Kent_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html#Lambton_Kent_DSB_changed",0,"","Single/unlinked cases","Lambton-Kent DSB","TBA","Chatham","ON",42.3956618,-82.1978133
"Northeastern Elementary School","1",NA,NA,"2020-11-13","https://masks4canada.org/2020/11/16/covid-19-school-report-on-2020-11-15/",0,"","Single/unlinked cases","Rainbow DSB","TBA","Garson","ON",46.560254,-80.857915
"Mary Johnston Public School","1",NA,"1","2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4582082,-80.5645396
"Sir Wilfrid Laurier Secondary School","1",NA,NA,"2020-11-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-14T1545.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","London","ON",42.9469311,-81.2058103
"Westmount Secondary School","1 ; 1 ; 1 ; 1","1 ; 1 ; 1 ; 1",NA,"2020-11-06 ; 2020-11-26 ; 2020-12-09 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-07T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-27T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2271411,-79.8957592
"Vimy Ridge Public School","1 ; 2 ; 2 ; 2 ; 2 ; 2",NA,NA,"2020-11-10 ; 2020-11-15 ; 2020-11-19 ; 2020-11-20 ; 2020-12-08 ; 2020-12-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-10T2228.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-15T1545.html;https://masks4canada.org/2020/11/19/durham-region-health-unit-vimy-ridge-public-school-outbreak/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-23T1630.html",1,"2020-11-17","Declared outbreak","Durham DSB","TBA","Ajax","ON",43.8785176,-79.0493557
"Upper Canada College","1;1;1;1;1",NA,NA,"2020-10-04; 2020-10-08; 2020-10-14; 2020-10-30; 2020-11-03","https://masks4canada.org/2020/11/16/covid-19-school-report-on-2020-11-15/",0,NA,"Single/unlinked cases","Private","TBA","Toronto","ON",43.6933068,-79.4037458
"Crescent School","1;1;1",NA,NA,"2020-09-29; 2020-10-02; 2020-10-31","https://masks4canada.org/2020/11/16/covid-19-school-report-on-2020-11-15/",0,"","Single/unlinked cases","Private","TBA","North York","ON",43.732938,-79.379074
"Bruce Trail Public School","1",NA,NA,"2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html;https://masks4canada.org/2020/12/15/bruce-trail-ps-halton-region-school-outbreak/",1,"2020-12-12","Declared outbreak","Halton DSB","TBA","Milton","ON",43.5230658,-79.8495384
"John T. Tuck Public School","1 ; 1",NA,NA,"2020-11-16 ; 2020-12-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-21T1630.html",0,NA,"Single/unlinked cases","Halton DSB","TBA","Burlington","ON",43.3454976,-79.7709151
"Lakeshore Public School","1",NA,NA,"2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html",0,NA,"Single/unlinked cases","Halton DSB","TBA","Burlington","ON",43.3298262,-79.7868778
"Saint Charles Catholic Elementary School","1","N/A","N/A","2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Niagara_Catholic_DSB_changed",0,"","Single/unlinked cases","Niagara CDSB","Elementary","Thorold","ON",43.1260415,-79.2081945
"Saint Theresa Catholic Elementary School","1","N/A","N/A","2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Niagara_Catholic_DSB_changed",0,"","Single/unlinked cases","Niagara CDSB","Elementary","St Catharines","ON",43.1435281,-79.2068276
"Warnica Public School","1 ; 2","N/A","N/A","2020-11-16 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Simcoe_County_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Simcoe_County_DSB_changed",0,"","Single/unlinked cases","Simcoe County DSB","Elementary","Barrie","ON",44.3590193,-79.6481264
"St. Jean de Brébeuf Catholic Secondary School","1 ; 1 ; 1 ; 2 ; 1 ; 1 ; 1","1 ; 1 ; 2 ; 1 ; 1 ; 1",NA,"2020-10-19 ; 2020-11-14 ; 2020-12-14 ; 2020-12-15 ; 2020-12-16 ; 2020-12-17 ; 2020-12-22","https://masks4canada.org/2020/10/20/covid-19-school-report-hw-cdsb-2020-10-19/ ; https://masks4canada.org/2020/11/17/covid-19-school-report-hamilton-wentworth-cdsb-2/ ; https://masks4canada.org/2020/12/15/covid-19-school-report-hamilton-wentworth-cases-and-outbreak/ ; https://masks4canada.org/2020/12/17/covid-19-school-report-hamilton-wentworth-cases-and-outbreak-3/;https://masks4canada.org/2020/12/21/covid-19-school-report-cases-and-outbreaks-3/;https://masks4canada.org/2020/12/23/covid-19-school-reports-hamilton-wentsworth-cdsb/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.200908,-79.8641859
"St. Teresa of Calcutta Catholic Elementary School","2 ; 1","2 ; 1",NA,"2020-11-14 ; 2020-11-30","https://masks4canada.org/2020/11/17/covid-19-school-report-hamilton-wentworth-cdsb-2/;https://masks4canada.org/2020/12/01/covid-19-school-report-hamilton-wentworth-cdsb-6/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.2079459,-79.8559973
"Annunciation of Our Lord Catholic Elementary School","1","1",NA,"2020-11-15","https://masks4canada.org/2020/11/17/covid-19-school-report-hamilton-wentworth-cdsb-2/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.2231052,-79.8956493
"Sir Adam Beck Public School","1 ; 1 ; 1","1 ; 1","1","2020-11-15 ; 2020-11-20 ; 2020-11-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Wilmot","ON",43.4019137,-80.6860053
"Saint Mark Catholic Elementary School","1",NA,"1","2020-11-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","Kitchener","ON",43.420678,-80.5311356
"Northdale Public School","1",NA,NA,"2020-11-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","Woodstock","ON",43.1406001,-80.7554232
"Dundas Central Public School","1",NA,"1","2020-11-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2688159,-79.9578212
"St Marcellus Catholic School","1;1;2;1","1;1;2","1","2020-11-16 ; 2020-12-03 ; 2020-12-06 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html;https://masks4canada.org/2020/11/26/tph-declared-covid-19-outbreaks-in-school-2020-11-23/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Toronto_CDSB_changed",1,"2020-11-23","Declared outbreak","Toronto CDSB","TBA","Etobicoke","ON",43.67976,-79.5542415
"Saint Robert Catholic School","2;1;1;1","1;1;1","1;1","2020-11-16 ; 2020-11-18 ; 2020-11-23 ; 2020-11-26","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html;https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/;https://masks4canada.org/2020/11/19/tph-declared-covid-19-outbreaks-in-school-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html",1,"2020-11-18","Declared outbreak","Toronto CDSB","TBA","North York","ON",43.7498365,-79.4444112
"Notre Dame High School","1;1","1;1",NA,"2020-11-16 ; 2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://masks4canada.org/2020/11/26/tph-declared-covid-19-outbreaks-in-school-2020-11-25/",1,"2020-11-25","Declared outbreak","Toronto CDSB","Secondary","Toronto","ON",43.6810282,-79.2932649
"St. Timothy Catholic School","1;1","1;1",NA,"2020-10-29 ; 2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-10-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-16T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","Elementary","North York","ON",43.7749676,-79.3511489
"Delhi District Secondary School","1;1","NA;NA","NA;NA","2020-11-17;2020-11-26","https://masks4canada.org/2020/11/17/covid19-school-report-grand-erie-dsb-nov-17-2020/;https://masks4canada.org/2020/11/26/covid19-school-report-eohu-grand-erie-dsb-nov-26-2020/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","Delhi","ON",42.851465,-80.491845
"Westvale Public School","1","1",NA,"2020-11-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4450334,-80.5601119
"MacGregor Senior Public School","1","1",NA,"2020-11-17","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Waterloo","ON",43.4703301,-80.526125
"Our Lady of Grace Catholic School","1;1","1;1",NA,"2020-11-17 ; 2020-11-22","https://masks4canada.org/2020/11/18/toronto-cdsb-covid-19-advisory-2020-11-17/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.8126272,-79.2749
"St. Elizabeth Seton Catholic School","1;1;3","1;1;3",NA,"2020-11-17 ; 2020-11-20 ; 2020-11-22","https://masks4canada.org/2020/11/18/toronto-cdsb-covid-19-advisory-2020-11-17/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html;https://masks4canada.org/2020/11/26/tph-declared-covid-19-outbreaks-in-school-2020-11-25/",1,"2020-11-25","Declared outbreak","Toronto CDSB","TBA","Scarborough","ON",43.7888379,-79.2467889
"St. Marguerite Bourgeoys Catholic School","1;1",NA,"1;1","2020-11-17 ; 2020-12-06","https://masks4canada.org/2020/11/18/toronto-cdsb-covid-19-advisory-2020-11-17/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.8081265,-79.2850175
"Viola Desmond Public School","2 ; 1",NA,NA,"2020-11-17 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Ajax","ON",43.8816968,-79.0056477
"Williamsburg Public School","1 ; 2 ; 1",NA,NA,"2020-11-17 ; 2020-11-28 ; 2020-12-04","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-17T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.9058263,-78.9765421
"Centennial Public School","1 ; 2","2","1","2020-11-17 ; 2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Waterloo_Regional_DSB_changed ;https://masks4canada.org/2020/11/24/covid-19-school-report-waterloo-regional-dsb-2/",1,"2020-11-22","Declared outbreak","Waterloo Regional DSB","Elementary","Cambridge","ON",43.4233095,-80.3187275
"Blessed Sacrament Catholic Elementary School","1 ; 1","1","1","2020-11-17; 2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Waterloo_CDSB_changed;https://masks4canada.org/2020/11/23/covid-19-school-report-blessed-sacrement-ces-outbreak/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Waterloo_CDSB_changed",1,"2020-11-17","Declared outbreak","Waterloo CDSB","TBA","Kitchener","ON",43.407228,-80.483457
"Wellington Heights High School","1 ; 1 ; 1",NA,NA,"2020-11-16 ; 2020-11-21 ; 2020-11-28","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Upper_Grand_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Upper_Grand_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-29T1545.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Township of Southgate","ON",43.9909328,-80.7362335
"Langton Public School","1;1","NA;NA","NA;NA","2020-11-18;2020-12-13","https://masks4canada.org/2020/11/18/covid19-school-tracker-grand-erie-dsb-nov-18/;https://masks4canada.org/2020/12/14/covid-19-school-report-grand-erie-dsb-bhndsb-wecdsb/",0,NA,"Single/unlinked cases","Grand Erie DSB","TBA","Langton","ON",42.7396339,-80.5820035
"Mother Cabrini Catholic School","1",NA,"1","2020-11-18","https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Etobicoke","ON",43.6636566,-79.58606
"Neil McNeil High School","1;1;1;1","1;1;1;1",NA,"2020-11-18 ; 2020-12-01 ; 2020-12-10 ; 2020-12-18","https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-02T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html. ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.6794041,-79.2829612
"St. Kateri Tekakwitha Catholic School","1;1","1;1",NA,"2020-11-18 ; 2020-12-07","https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-09T1730.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","North York","ON",43.7858404,-79.3379305
"St. Matthias Catholic School","1;2","1;1","1","2020-11-18 ; 2020-11-22","https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","North York","ON",43.7850182,-79.3592852
